Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer clip_vit_g_14_laion2b,True Label
n02091134\misc_16.jpg,whippet,whippet,whippet,borzoi,whippet,Labrador retriever,n12267677,n02091134
n02091134\misc_17.jpg,whippet,Great Dane,whippet,whippet,Great Dane,whippet,n12768682,n02091134
n02091134\misc_18.jpg,carousel,borzoi,whippet,whippet,whippet,Italian greyhound,n03100240,n02091134
n02091134\misc_19.jpg,mask,jigsaw puzzle,mask,mask,ocarina,piggy bank,n03272010,n02091134
n02091134\misc_2.jpg,shower cap,nematode,shower cap,shower cap,nematode,shower cap,n03100240,n02091134
n02091134\misc_20.jpg,book jacket,jersey,comic book,comic book,comic book,comic book,n03100240,n02091134
n02091134\misc_21.jpg,wallaby,ice bear,dingo,dingo,alp,fountain,n12985857,n02091134
n02091134\misc_22.jpg,Mexican hairless,Mexican hairless,Mexican hairless,Mexican hairless,sea lion,hartebeest,n12620546,n02091134
n02091134\misc_23.jpg,whippet,whippet,whippet,slug,whippet,sleeping bag,n03223299,n02091134
n02091134\misc_24.jpg,whippet,whippet,whippet,whippet,whippet,bib,n04332243,n02091134
n02091134\misc_25.jpg,envelope,pitcher,nematode,envelope,nematode,oxygen mask,n03100240,n02091134
n02091134\misc_26.jpg,book jacket,book jacket,book jacket,book jacket,book jacket,book jacket,n11939491,n02091134
n02091134\misc_27.jpg,pedestal,pedestal,pedestal,iron,plane,teapot,n10148035,n02091134
n02091134\misc_28.jpg,whippet,whippet,whippet,whippet,whippet,Eskimo dog,n02233338,n02091134
n02091134\misc_29.jpg,whippet,whippet,whippet,whippet,book jacket,toilet tissue,n04033995,n02091134
n02091134\misc_3.jpg,borzoi,nematode,malamute,lion,nematode,snow leopard,n04507155,n02091134
n02091134\misc_30.jpg,conch,burrito,mushroom,triceratops,fountain,hippopotamus,n04200800,n02091134
n02091134\misc_31.jpg,Saluki,Saluki,Ibizan hound,bow,Saluki,web site,n11879895,n02091134
n02091134\misc_32.jpg,Italian greyhound,Italian greyhound,whippet,corkscrew,scorpion,kite,n13040303,n02091134
n02091134\misc_33.jpg,whippet,whippet,whippet,whippet,whippet,whippet,n10148035,n02091134
n02091134\misc_34.jpg,book jacket,web site,comic book,bicycle-built-for-two,loupe,corkscrew,n03223299,n02091134
n02091134\misc_35.jpg,Italian greyhound,bathtub,Italian greyhound,Italian greyhound,tub,tub,n02130308,n02091134
n02091134\misc_36.jpg,whippet,whippet,whippet,whippet,whippet,oxygen mask,n03100240,n02091134
n02091134\misc_37.jpg,whippet,whippet,whippet,whippet,whippet,whippet,n03223299,n02091134
n02091134\misc_38.jpg,whippet,carousel,whippet,bathing cap,comic book,bathing cap,n03255030,n02091134
n02091134\misc_39.jpg,feather boa,sock,tabby,quilt,stole,studio couch,n02119789,n02091134
n02091134\misc_4.jpg,whippet,whippet,whippet,whippet,whippet,bluetick,n13040303,n02091134
n02091134\misc_40.jpg,book jacket,nematode,brassiere,hook,nematode,stethoscope,n15075141,n02091134
n02091134\misc_41.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n13040303,n02091134
n02091134\misc_42.jpg,envelope,handkerchief,envelope,handkerchief,bib,handkerchief,n12057211,n02091134
n02091134\misc_43.jpg,Ibizan hound,entertainment center,tray,Ibizan hound,tray,whippet,n03197337,n02091134
n02091134\misc_44.jpg,comic book,zebra,Egyptian cat,bow,comic book,corkscrew,n02111500,n02091134
n02091134\misc_45.jpg,jellyfish,hand blower,nematode,lampshade,nematode,bonnet,n03272010,n02091134
n02091134\misc_46.jpg,whippet,Italian greyhound,Italian greyhound,whippet,whippet,Saluki,n03100240,n02091134
n02091134\misc_47.jpg,comic book,web site,web site,envelope,comic book,comic book,n04200800,n02091134
n02091134\misc_48.jpg,whippet,whippet,whippet,whippet,Saluki,fly,n12267677,n02091134
n02091134\misc_49.jpg,whippet,whippet,whippet,whippet,whippet,whippet,n03255030,n02091134
n02091134\misc_5.jpg,carton,jersey,envelope,envelope,envelope,hand blower,n03272010,n02091134
n02091134\misc_50.jpg,bonnet,Great Dane,whippet,bonnet,hook,chain,n12620546,n02091134
n02091134\misc_51.jpg,nematode,corkscrew,Weimaraner,corkscrew,hook,corkscrew,n13040303,n02091134
n02091134\misc_52.jpg,Bedlington terrier,Bedlington terrier,Bedlington terrier,Bedlington terrier,Bedlington terrier,Bedlington terrier,n04507155,n02091134
n02091134\misc_53.jpg,whippet,whippet,basset,whippet,whippet,Italian greyhound,n02233338,n02091134
n02091134\misc_54.jpg,Mexican hairless,Mexican hairless,Mexican hairless,Mexican hairless,Mexican hairless,Mexican hairless,n12768682,n02091134
n02091134\misc_55.jpg,web site,web site,corkscrew,hook,web site,web site,n13040303,n02091134
n02091134\misc_56.jpg,whippet,Saluki,whippet,Indian cobra,Saluki,whippet,n10148035,n02091134
n02091134\misc_57.jpg,whippet,whippet,Italian greyhound,whippet,whippet,Weimaraner,n03255030,n02091134
n02091134\misc_58.jpg,miniature pinscher,Italian greyhound,miniature pinscher,Italian greyhound,Saluki,Weimaraner,n02701002,n02091134
n02091134\misc_59.jpg,toyshop,ocarina,scale,can opener,wall clock,acoustic guitar,n13040303,n02091134
n02091134\misc_6.jpg,whippet,Mexican hairless,whippet,Great Dane,Mexican hairless,Great Dane,n03000134,n02091134
n02091134\misc_60.jpg,Italian greyhound,whippet,bluetick,whippet,Italian greyhound,corkscrew,n03032252,n02091134
n02091134\misc_61.jpg,whippet,whippet,borzoi,borzoi,borzoi,teddy,n13040303,n02091134
n02091134\misc_62.jpg,book jacket,book jacket,book jacket,cleaver,book jacket,book jacket,n12985857,n02091134
n02091134\misc_63.jpg,whippet,whippet,borzoi,borzoi,borzoi,cicada,n02233338,n02091134
n02091134\misc_64.jpg,whippet,whippet,whippet,whippet,whippet,whippet,n12768682,n02091134
n02091134\misc_65.jpg,comic book,whippet,comic book,comic book,whippet,comic book,n11939491,n02091134
n02091134\misc_66.jpg,mask,king penguin,pillow,lampshade,book jacket,hammerhead,n02233338,n02091134
n02091134\misc_67.jpg,comic book,comic book,comic book,book jacket,whippet,ski,n03000134,n02091134
n02091134\misc_68.jpg,Italian greyhound,whippet,Italian greyhound,whippet,Italian greyhound,whippet,n04507155,n02091134
n02091134\misc_69.jpg,handkerchief,handkerchief,handkerchief,envelope,envelope,safety pin,n03272010,n02091134
n02091134\misc_7.jpg,whippet,whippet,whippet,whippet,whippet,whippet,n03223299,n02091134
n02091134\misc_70.jpg,whippet,Mexican hairless,sea lion,Great Dane,Siamese cat,sulphur-crested cockatoo,n02119789,n02091134
n02091134\misc_71.jpg,whippet,tray,Great Dane,Afghan hound,Great Dane,hair slide,n03032252,n02091134
n02091134\misc_72.jpg,whippet,whippet,whippet,whippet,whippet,corkscrew,n03100240,n02091134
n02091134\misc_73.jpg,mask,mask,mask,mask,mask,guinea pig,n03733131,n02091134
n02091134\misc_74.jpg,Ibizan hound,whippet,whippet,whippet,whippet,diaper,n13040303,n02091134
n02091134\misc_75.jpg,whippet,whippet,whippet,whippet,whippet,Egyptian cat,n10148035,n02091134
n02091134\misc_76.jpg,whippet,whippet,whippet,standard poodle,whippet,fountain,n02120079,n02091134
n02091134\misc_77.jpg,whippet,mask,mask,hammerhead,hammerhead,pillow,n04200800,n02091134
n02091134\misc_78.jpg,mask,mask,hammerhead,stingray,pillow,pillow,n03272010,n02091134
n02091134\misc_79.jpg,whippet,whippet,whippet,whippet,whippet,warplane,n12985857,n02091134
n02091134\misc_8.jpg,whippet,Walker hound,whippet,whippet,Walker hound,whippet,n02233338,n02091134
n02091134\misc_80.jpg,hook,hook,hook,hammer,hook,matchstick,n02233338,n02091134
n02091134\misc_81.jpg,whippet,Italian greyhound,Ibizan hound,Italian greyhound,whippet,Italian greyhound,n03032252,n02091134
n02091134\misc_82.jpg,paper towel,handkerchief,book jacket,quill,book jacket,pillow,n10148035,n02091134
n02091134\misc_83.jpg,pedestal,pedestal,sundial,brass,sundial,Labrador retriever,n12768682,n02091134
n02091134\misc_84.jpg,barrel,toilet seat,toilet seat,bib,bib,tray,n02111129,n02091134
n02091134\misc_85.jpg,whippet,whippet,whippet,ox,llama,whippet,n04200800,n02091134
n02091134\misc_86.jpg,umbrella,umbrella,bow,maypole,umbrella,kimono,n03032252,n02091134
n02091134\misc_87.jpg,book jacket,whippet,whippet,Irish wolfhound,African elephant,warthog,n12985857,n02091134
n02091134\misc_88.jpg,envelope,book jacket,envelope,book jacket,envelope,iron,n02111129,n02091134
n02091134\misc_89.jpg,whippet,whippet,whippet,whippet,Great Dane,tub,n03100240,n02091134
n02091134\misc_9.jpg,comic book,comic book,binder,laptop,comic book,wall clock,n02111129,n02091134
n02091134\misc_90.jpg,bath towel,bath towel,bath towel,weasel,bath towel,cradle,n02111129,n02091134
n02091134\misc_91.jpg,plastic bag,Great Dane,plastic bag,plastic bag,wok,Dungeness crab,n12985857,n02091134
n02091134\sketch_0.jpg,whippet,kelpie,whippet,whippet,whippet,English setter,n13040303,n02091134
n02091134\sketch_1.jpg,whippet,whippet,whippet,whippet,whippet,borzoi,n13040303,n02091134
n02091134\sketch_10.jpg,whippet,whippet,whippet,borzoi,whippet,knot,n03100240,n02091134
n02091134\sketch_11.jpg,malinois,whippet,hippopotamus,Great Dane,hippopotamus,knot,n03100240,n02091134
n02091134\sketch_12.jpg,whippet,whippet,whippet,whippet,whippet,corkscrew,n12057211,n02091134
n02091134\sketch_13.jpg,Italian greyhound,Cardigan,whippet,Cardigan,whippet,Egyptian cat,n02701002,n02091134
n02091134\sketch_14.jpg,whippet,Italian greyhound,Italian greyhound,whippet,Italian greyhound,Great Dane,n12267677,n02091134
n02091134\sketch_15.jpg,borzoi,Scottish deerhound,ptarmigan,English setter,ptarmigan,water ouzel,n03100240,n02091134
n02091134\sketch_16.jpg,borzoi,Weimaraner,Saluki,oxygen mask,Saluki,Weimaraner,n03788195,n02091134
n02091134\sketch_17.jpg,Saluki,English setter,English setter,borzoi,borzoi,English setter,n02233338,n02091134
n02091134\sketch_18.jpg,whippet,whippet,whippet,whippet,Great Dane,bassinet,n12267677,n02091134
n02091134\sketch_19.jpg,Scottish deerhound,Great Dane,whippet,Italian greyhound,whippet,corkscrew,n03100240,n02091134
n02091134\sketch_2.jpg,whippet,Italian greyhound,whippet,Italian greyhound,Italian greyhound,whippet,n13040303,n02091134
n02091134\sketch_20.jpg,whippet,Arabian camel,whippet,whippet,whippet,sea lion,n03100240,n02091134
n02091134\sketch_21.jpg,Scottish deerhound,Scottish deerhound,Gordon setter,Scottish deerhound,English setter,bluetick,n13040303,n02091134
n02091134\sketch_22.jpg,whippet,Great Dane,whippet,English setter,German short-haired pointer,German short-haired pointer,n12768682,n02091134
n02091134\sketch_23.jpg,Italian greyhound,basenji,Italian greyhound,whippet,whippet,Chihuahua,n03223299,n02091134
n02091134\sketch_3.jpg,ox,plastic bag,plastic bag,Great Dane,Great Dane,triceratops,n10148035,n02091134
n02091134\sketch_4.jpg,Saluki,Saluki,Saluki,Saluki,borzoi,English setter,n03100240,n02091134
n02091134\sketch_5.jpg,whippet,whippet,whippet,whippet,whippet,whippet,n13040303,n02091134
n02091134\sketch_6.jpg,Afghan hound,Afghan hound,Afghan hound,Afghan hound,Afghan hound,Kerry blue terrier,n02112018,n02091134
n02091134\sketch_7.jpg,Italian greyhound,Italian greyhound,Doberman,Italian greyhound,Doberman,pedestal,n03100240,n02091134
n02091134\sketch_8.jpg,borzoi,Saluki,whippet,whippet,borzoi,borzoi,n03100240,n02091134
n02091134\sketch_9.jpg,mask,mask,whippet,binoculars,mask,whippet,n03100240,n02091134
n02091134\tattoo_0.jpg,nematode,Band Aid,Band Aid,Band Aid,Band Aid,envelope,n07753592,n02091134
n02092339\misc_0.jpg,Weimaraner,Great Dane,Weimaraner,Great Dane,Weimaraner,pug,n04507155,n02092339
n02092339\misc_1.jpg,quilt,jigsaw puzzle,quilt,quilt,quilt,pillow,n07583066,n02092339
n02092339\misc_10.jpg,Weimaraner,book jacket,Weimaraner,Weimaraner,Weimaraner,backpack,n03000247,n02092339
n02092339\misc_11.jpg,Great Dane,terrapin,platypus,hatchet,frilled lizard,frilled lizard,n04081281,n02092339
n02092339\misc_12.jpg,Weimaraner,Weimaraner,mosquito net,Weimaraner,Weimaraner,jinrikisha,n04200800,n02092339
n02092339\misc_13.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Saluki,Italian greyhound,n04033995,n02092339
n02092339\misc_14.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n03255030,n02092339
n02092339\misc_15.jpg,Weimaraner,Chesapeake Bay retriever,Weimaraner,Weimaraner,Weimaraner,bloodhound,n03000247,n02092339
n02092339\misc_16.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Saluki,n03255030,n02092339
n02092339\misc_17.jpg,Chesapeake Bay retriever,vizsla,vizsla,vizsla,Irish setter,Irish setter,n03000134,n02092339
n02092339\misc_18.jpg,Weimaraner,whippet,Weimaraner,plastic bag,Weimaraner,diaper,n04200800,n02092339
n02092339\misc_19.jpg,brass,brass,brass,brass,brass,brass,n12267677,n02092339
n02092339\misc_2.jpg,Weimaraner,Bedlington terrier,book jacket,Weimaraner,Weimaraner,book jacket,n07583066,n02092339
n02092339\misc_20.jpg,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,n02111129,n02092339
n02092339\misc_21.jpg,Weimaraner,Great Dane,Weimaraner,Weimaraner,Weimaraner,German short-haired pointer,n02233338,n02092339
n02092339\misc_22.jpg,Weimaraner,Weimaraner,Weimaraner,Great Dane,Weimaraner,bathing cap,n01984695,n02092339
n02092339\misc_23.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n04200800,n02092339
n02092339\misc_24.jpg,Great Dane,bloodhound,Great Dane,basset,Great Dane,bloodhound,n03000247,n02092339
n02092339\misc_25.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n13040303,n02092339
n02092339\misc_26.jpg,Weimaraner,bloodhound,Weimaraner,bloodhound,briard,Chesapeake Bay retriever,n03673027,n02092339
n02092339\misc_27.jpg,Weimaraner,Weimaraner,bloodhound,bloodhound,Weimaraner,English setter,n04200800,n02092339
n02092339\misc_28.jpg,Weimaraner,Weimaraner,Weimaraner,Great Dane,Weimaraner,Weimaraner,n02233338,n02092339
n02092339\misc_29.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n04033995,n02092339
n02092339\misc_3.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,sweatshirt,n03000134,n02092339
n02092339\misc_30.jpg,stingray,conch,jellyfish,mask,bubble,necklace,n12985857,n02092339
n02092339\misc_31.jpg,English setter,Weimaraner,Weimaraner,mask,Weimaraner,saltshaker,n02233338,n02092339
n02092339\misc_32.jpg,book jacket,Italian greyhound,tray,book jacket,envelope,thimble,n02701002,n02092339
n02092339\misc_33.jpg,conch,terrapin,electric ray,Indian elephant,handkerchief,frilled lizard,n02071294,n02092339
n02092339\misc_34.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Great Dane,lion,n03032252,n02092339
n02092339\misc_35.jpg,Weimaraner,Weimaraner,Weimaraner,Chesapeake Bay retriever,Chesapeake Bay retriever,terrapin,n03673027,n02092339
n02092339\misc_36.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n03223299,n02092339
n02092339\misc_37.jpg,Great Dane,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Great Dane,n04033995,n02092339
n02092339\misc_38.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n03032252,n02092339
n02092339\misc_39.jpg,Weimaraner,Weimaraner,Labrador retriever,Great Dane,Great Dane,book jacket,n03000134,n02092339
n02092339\misc_4.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Afghan hound,n03223299,n02092339
n02092339\misc_40.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Great Dane,n03223299,n02092339
n02092339\misc_41.jpg,Weimaraner,Weimaraner,Weimaraner,iron,Weimaraner,plane,n02009229,n02092339
n02092339\misc_42.jpg,book jacket,handkerchief,handkerchief,handkerchief,handkerchief,handkerchief,n12267677,n02092339
n02092339\misc_43.jpg,bath towel,muzzle,velvet,Weimaraner,teddy,bath towel,n03032252,n02092339
n02092339\misc_44.jpg,Weimaraner,Weimaraner,Weimaraner,mask,mask,Weimaraner,n03100240,n02092339
n02092339\misc_45.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n02233338,n02092339
n02092339\misc_46.jpg,paper towel,envelope,envelope,envelope,envelope,pillow,n03032252,n02092339
n02092339\misc_47.jpg,stingray,Mexican hairless,Weimaraner,shower cap,Weimaraner,Weimaraner,n03223299,n02092339
n02092339\misc_48.jpg,Great Dane,book jacket,Saluki,book jacket,book jacket,studio couch,n12267677,n02092339
n02092339\misc_49.jpg,snorkel,Weimaraner,mask,shower cap,basset,mask,n12768682,n02092339
n02092339\misc_5.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Doberman,n03032252,n02092339
n02092339\misc_50.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n03000247,n02092339
n02092339\misc_6.jpg,whippet,snorkel,basset,snorkel,Italian greyhound,tennis ball,n02799071,n02092339
n02092339\misc_7.jpg,fire screen,lighter,fire screen,fire screen,tray,fire screen,n02111129,n02092339
n02092339\misc_8.jpg,Weimaraner,book jacket,comic book,Saluki,book jacket,comic book,n10148035,n02092339
n02092339\misc_9.jpg,comic book,web site,comic book,comic book,comic book,comic book,n13040303,n02092339
n02092339\sketch_0.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n03100240,n02092339
n02092339\sketch_1.jpg,Weimaraner,Weimaraner,Weimaraner,plastic bag,nipple,Afghan hound,n03223299,n02092339
n02092339\sketch_10.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,shower cap,n03032252,n02092339
n02092339\sketch_11.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,mask,n03100240,n02092339
n02092339\sketch_12.jpg,Weimaraner,Weimaraner,Weimaraner,German short-haired pointer,Chesapeake Bay retriever,Weimaraner,n03100240,n02092339
n02092339\sketch_13.jpg,Weimaraner,bluetick,leatherback turtle,leatherback turtle,triceratops,triceratops,n03100240,n02092339
n02092339\sketch_14.jpg,Weimaraner,Weimaraner,Weimaraner,bloodhound,Weimaraner,ski,n03000134,n02092339
n02092339\sketch_15.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n03223299,n02092339
n02092339\sketch_16.jpg,Weimaraner,Great Dane,Weimaraner,Great Dane,Weimaraner,bloodhound,n13040303,n02092339
n02092339\sketch_17.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,English setter,Weimaraner,n03223299,n02092339
n02092339\sketch_18.jpg,English setter,English setter,English setter,English setter,English setter,bloodhound,n10148035,n02092339
n02092339\sketch_19.jpg,Weimaraner,bluetick,Weimaraner,German short-haired pointer,German short-haired pointer,Weimaraner,n13037406,n02092339
n02092339\sketch_2.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n12267677,n02092339
n02092339\sketch_20.jpg,comic book,comic book,dalmatian,quill,jellyfish,corkscrew,n02233338,n02092339
n02092339\sketch_21.jpg,Weimaraner,Great Dane,Weimaraner,Weimaraner,Weimaraner,Great Dane,n03223299,n02092339
n02092339\sketch_22.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,vizsla,Weimaraner,n13040303,n02092339
n02092339\sketch_23.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Weimaraner,n12267677,n02092339
n02092339\sketch_3.jpg,Weimaraner,Weimaraner,Weimaraner,sweatshirt,sweatshirt,diaper,n03000134,n02092339
n02092339\sketch_4.jpg,Weimaraner,Weimaraner,Weimaraner,African grey,Saint Bernard,Weimaraner,n02233338,n02092339
n02092339\sketch_5.jpg,Weimaraner,Weimaraner,Weimaraner,black-and-tan coonhound,Weimaraner,Weimaraner,n03223299,n02092339
n02092339\sketch_6.jpg,Weimaraner,Weimaraner,Weimaraner,bloodhound,Weimaraner,Weimaraner,n12267677,n02092339
n02092339\sketch_7.jpg,Weimaraner,book jacket,Weimaraner,pug,bloodhound,Weimaraner,n13044778,n02092339
n02092339\sketch_8.jpg,Weimaraner,Weimaraner,Weimaraner,Weimaraner,Chesapeake Bay retriever,Weimaraner,n13040303,n02092339
n02092339\sketch_9.jpg,comic book,comic book,nematode,ant,nematode,pick,n13040303,n02092339
n02092339\tattoo_0.jpg,redbone,bloodhound,Great Dane,bloodhound,bloodhound,Great Dane,n04200800,n02092339
n02094433\deviantart_0.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Shih-Tzu,cairn,n03100240,n02094433
n02094433\misc_0.jpg,book jacket,comic book,book jacket,book jacket,comic book,book jacket,n10148035,n02094433
n02094433\misc_1.jpg,Shih-Tzu,Yorkshire terrier,Shih-Tzu,Chihuahua,Shih-Tzu,Shih-Tzu,n03733131,n02094433
n02094433\misc_10.jpg,Australian terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Australian terrier,Australian terrier,n03223299,n02094433
n02094433\misc_11.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n02233338,n02094433
n02094433\misc_12.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n02233338,n02094433
n02094433\misc_13.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n02233338,n02094433
n02094433\misc_14.jpg,hair slide,pencil sharpener,piggy bank,piggy bank,piggy bank,saltshaker,n02130308,n02094433
n02094433\misc_15.jpg,book jacket,book jacket,book jacket,book jacket,book jacket,tiger,n04200800,n02094433
n02094433\misc_16.jpg,Yorkshire terrier,Yorkshire terrier,Australian terrier,Australian terrier,Norwich terrier,chow,n03223299,n02094433
n02094433\misc_17.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n02009229,n02094433
n02094433\misc_18.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n12267677,n02094433
n02094433\misc_19.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_2.jpg,necklace,necklace,necklace,screw,necklace,panpipe,n10148035,n02094433
n02094433\misc_20.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Norwich terrier,n12768682,n02094433
n02094433\misc_21.jpg,mask,teddy,mask,feather boa,mask,teddy,n03223299,n02094433
n02094433\misc_22.jpg,binder,binder,envelope,fountain pen,menu,envelope,n03000134,n02094433
n02094433\misc_23.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,silky terrier,Yorkshire terrier,Yorkshire terrier,n02233338,n02094433
n02094433\misc_24.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_25.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,chambered nautilus,Yorkshire terrier,sea anemone,n03223299,n02094433
n02094433\misc_26.jpg,French bulldog,African hunting dog,Boston bull,dalmatian,French bulldog,web site,n03223299,n02094433
n02094433\misc_27.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_28.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_29.jpg,Yorkshire terrier,silky terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Shih-Tzu,n12267677,n02094433
n02094433\misc_3.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n02233338,n02094433
n02094433\misc_30.jpg,papillon,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_31.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,wig,Yorkshire terrier,Yorkshire terrier,n12768682,n02094433
n02094433\misc_32.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,mask,Yorkshire terrier,mask,n03255030,n02094433
n02094433\misc_33.jpg,hair slide,hair slide,mailbag,hair slide,purse,broom,n03272010,n02094433
n02094433\misc_34.jpg,goldfish,Australian terrier,Australian terrier,feather boa,Australian terrier,jellyfish,n03100240,n02094433
n02094433\misc_35.jpg,Yorkshire terrier,Yorkshire terrier,Norwich terrier,bee,Yorkshire terrier,bee,n02233338,n02094433
n02094433\misc_36.jpg,tiger,comic book,comic book,custard apple,chow,tiger,n03733281,n02094433
n02094433\misc_37.jpg,Yorkshire terrier,book jacket,Yorkshire terrier,zebra,comic book,comic book,n03100240,n02094433
n02094433\misc_38.jpg,Yorkshire terrier,Norwich terrier,Yorkshire terrier,Yorkshire terrier,Norwich terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_39.jpg,comic book,comic book,comic book,comic book,comic book,book jacket,n13040303,n02094433
n02094433\misc_4.jpg,menu,web site,web site,envelope,menu,web site,n03598930,n02094433
n02094433\misc_40.jpg,Yorkshire terrier,book jacket,Yorkshire terrier,zebra,comic book,comic book,n02701002,n02094433
n02094433\misc_41.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,sock,n02111129,n02094433
n02094433\misc_42.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n03223299,n02094433
n02094433\misc_43.jpg,poncho,jigsaw puzzle,feather boa,feather boa,feather boa,screen,n04507155,n02094433
n02094433\misc_44.jpg,Yorkshire terrier,Lhasa,Yorkshire terrier,Lhasa,Yorkshire terrier,Yorkshire terrier,n12267677,n02094433
n02094433\misc_45.jpg,Yorkshire terrier,Yorkshire terrier,necklace,cellular telephone,bolo tie,laptop,n03223299,n02094433
n02094433\misc_46.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n04525305,n02094433
n02094433\misc_47.jpg,Shih-Tzu,Shih-Tzu,Shih-Tzu,Pekinese,Shih-Tzu,Shih-Tzu,n03032252,n02094433
n02094433\misc_48.jpg,Yorkshire terrier,silky terrier,Australian terrier,Yorkshire terrier,Yorkshire terrier,vase,n12768682,n02094433
n02094433\misc_49.jpg,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,Yorkshire terrier,n02233338,n02094433
n02094433\misc_5.jpg,face powder,face powder,face powder,face powder,face powder,magnetic compass,n07583066,n02094433
