Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
217\c42c6d710350a2ecbd9bc2f29b52517a9dc0e651.jpeg,English springer,Staffordshire bullterrier,English springer,English springer,Welsh springer spaniel,English springer,English springer,wire-haired fox terrier,Scotch terrier,Boston bull,English springer,miniature schnauzer,English springer,Welsh springer spaniel,English springer,English springer,English springer,English springer,English springer,English springer,English springer,clumber,Welsh springer spaniel,passenger car,English springer,Welsh springer spaniel,wire-haired fox terrier,English springer
217\c494c557cf84561f7d9f376ee1238d4e6c0cf508.jpeg,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer
217\ea6cc3196859223c2d2d5972797b274cfcd0acd8.jpeg,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,Brittany spaniel,English springer,English springer,English springer,English springer,English springer,English springer,English springer
218\008907c091846acd446af73cce1321e6f302a629.jpeg,Welsh springer spaniel,English springer,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Brittany spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Brittany spaniel,Welsh springer spaniel,Welsh springer spaniel
218\1daeda6471f7dbec86f0243ae0f8bc17d205df45.jpeg,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,Welsh springer spaniel
218\30b630df26f4bd6affeab83dd80bac65c55c4e04.jpeg,dock,Welsh springer spaniel,dock,Welsh springer spaniel,Welsh springer spaniel,pier,lakeside,Chesapeake Bay retriever,Welsh springer spaniel,English springer,breakwater,dock,Welsh springer spaniel,Chesapeake Bay retriever,breakwater,breakwater,breakwater,breakwater,aircraft carrier,breakwater,breakwater,speedboat,breakwater,submarine,dock,pier,sandbar,Welsh springer spaniel
218\3e6d380d5bdedc883de255e293098425ac3a2282.jpeg,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Brittany spaniel,Brittany spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel
218\4087daecdcafa63c8af66f02f1b360632cd80221.jpeg,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,cocker spaniel,Welsh springer spaniel,Irish setter,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel
218\4d55ac2052586985814a4943b3b0ee1742a42c0a.jpeg,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,English springer,Welsh springer spaniel,Welsh springer spaniel,English springer,English springer,English springer,English springer,English springer,English springer,English springer,English springer,Brittany spaniel,Brittany spaniel,English springer,English springer,Welsh springer spaniel,English springer,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Brittany spaniel,Welsh springer spaniel,Welsh springer spaniel,English springer,Welsh springer spaniel
218\727abcacc235f3717ea89c2a7573700c2ec087bf.jpeg,valley,valley,mountain tent,valley,paddle,valley,alp,valley,valley,Welsh springer spaniel,Welsh springer spaniel,valley,mountain bike,Welsh springer spaniel,valley,valley,valley,volcano,valley,valley,valley,volcano,black-and-tan coonhound,Gordon setter,cliff,volcano,valley,Welsh springer spaniel
218\771c23f2fc594253cbba6a5bd110ba4899725c6f.jpeg,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,English springer,English setter,Irish setter,English setter,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Irish setter,English springer,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Lakeland terrier,Irish terrier,English setter,Welsh springer spaniel,Border collie,Border collie,English setter,Welsh springer spaniel
218\bd6023dbfc4ba68c634db57896cda695030b51a3.jpeg,English springer,English springer,English springer,English springer,English springer,Welsh springer spaniel,school bus,school bus,passenger car,English springer,English springer,Welsh springer spaniel,English springer,English springer,English setter,English setter,English setter,English setter,English springer,Brittany spaniel,English setter,English springer,Border terrier,EntleBucher,cocker spaniel,English setter,Welsh springer spaniel,Welsh springer spaniel
218\c0b72e9a59ed258a0e4905dc16f49ef4ce6c69e8.jpeg,Welsh springer spaniel,English springer,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,English springer,English springer,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Brittany spaniel,Welsh springer spaniel,Welsh springer spaniel,papillon,basset,English springer,Welsh springer spaniel
219\02e5e1cebca3a3afcf7b28f6734b2e7bb1b1b74d.jpeg,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,German short-haired pointer,Sussex spaniel,Sussex spaniel,Sussex spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,Sussex spaniel,cocker spaniel,cocker spaniel
219\052fcc00bcddc4134fc7a6fac17b203604202238.jpeg,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,flat-coated retriever,flat-coated retriever,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,flat-coated retriever,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,cocker spaniel
219\0d1776566957a83134818ad32673734d9e1e0d0a.jpeg,Yorkshire terrier,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,cocker spaniel,muzzle,Yorkshire terrier,Yorkshire terrier,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,Gordon setter,flat-coated retriever,jay,Gordon setter,soccer ball,soccer ball,muzzle,cocker spaniel
219\0d3fed4b4d2c1e242ab6386221d537ef47bae3fe.jpeg,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,standard schnauzer,standard schnauzer,standard schnauzer,cocker spaniel,cocker spaniel
219\9ee2f5dc5a1e2f0ce1f881801b3430317b83891b.jpeg,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel
219\a46848a96f5865d6bba8ac8fbd0335ecd85339a2.jpeg,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,Sussex spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,flat-coated retriever,flat-coated retriever,flat-coated retriever,flat-coated retriever,flat-coated retriever,flat-coated retriever,flat-coated retriever,cocker spaniel,cocker spaniel
219\bf5b4f1a7c412165adcea616f8e8f72afc4942ce.jpeg,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,Airedale,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,otter,cocker spaniel,Dandie Dinmont,cocker spaniel,Lakeland terrier,cocker spaniel,cocker spaniel
219\da357cbf7df1f294eb2cecf62c26faad47c74216.jpeg,Bouvier des Flandres,Kerry blue terrier,Kerry blue terrier,cocker spaniel,cocker spaniel,Kerry blue terrier,Kerry blue terrier,cocker spaniel,Kerry blue terrier,English setter,Kerry blue terrier,giant schnauzer,Gordon setter,Kerry blue terrier,Bouvier des Flandres,Scottish deerhound,Kerry blue terrier,Bouvier des Flandres,giant schnauzer,Kerry blue terrier,Scottish deerhound,swimming trunks,beacon,worm fence,sarong,sarong,sunscreen,cocker spaniel
219\e8373193b41c1b1103593e851c794c83f60dcb17.jpeg,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel,cocker spaniel
219\f04575aef4c6788bc00fc34389c956c8a62f1b42.jpeg,Irish setter,Irish setter,Irish setter,cocker spaniel,Irish setter,Sussex spaniel,Irish setter,Sussex spaniel,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,Irish setter,cocker spaniel,cocker spaniel,cocker spaniel,Irish setter,Irish setter,Irish setter,Irish setter,cocker spaniel
22\21bcb021534969af5c3aa0703be97a974d19230a.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle
22\4232fbbf951f5d5b7e09b52d5e475fe4b9527a9a.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,drake,goose,bald eagle,bald eagle,bald eagle,sandbar,bald eagle
22\51a77a1e2b4d1151ff26c6a1c3492afdc911e624.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle
22\5b2abddc1967d77aa5029da8410c48bee4c20dcb.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,vulture,kite,bald eagle,bald eagle,kite,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,kite,bald eagle,bald eagle
22\6b18609e96f88e1ef1b8547931014d492681ada2.jpeg,kite,colobus,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,vulture,ibex,langur,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,suspension bridge,indri,langur,valley,ibex,vulture,bald eagle
22\898d49b12bb40c5ec87c6125876e79280e65edc8.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle
22\c10ed2785efe787a08267bc0764ec36f99223ad1.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,standard poodle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle
22\cd8515c15212882179aa7efcca6392b96b63baaa.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle
22\d7ec12b42bd558b0c3383a020865f3216795eef7.jpeg,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,kite,bald eagle,bald eagle
22\eaf469cffd4376ea15c9e7f1b7ea4d7935aaacbf.jpeg,bald eagle,vulture,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,vulture,bald eagle,vulture,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle,vulture,vulture,vulture,bald eagle,bald eagle,bald eagle,bald eagle,bald eagle
220\0af7b09a02d6c5bd67c7783eca63713e4b3cd87c.jpeg,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel
220\0b3b43680f30477e22955111fdc0553d9eda5633.jpeg,Irish setter,cocker spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Irish setter,Irish setter,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Irish setter,Sussex spaniel,Sussex spaniel,Irish setter,Irish setter,Sussex spaniel,Irish setter,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Irish setter,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel
220\2d810b78dec5975d6d72749af68445d0538057fd.jpeg,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel
220\3af10849e18049ca6c11909532d6e97fbc640781.jpeg,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel
220\5b3797bcd178534a8bf18cf4780e370281b65d4f.jpeg,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel
220\84eb3515086d61422795e6bd7ac5ced44df6a2cd.jpeg,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Welsh springer spaniel,Blenheim spaniel,Irish setter,Irish setter,Welsh springer spaniel,Irish setter,Irish setter,Welsh springer spaniel,Sussex spaniel,Chesapeake Bay retriever,Australian terrier,Irish setter,Sussex spaniel,vizsla,Welsh springer spaniel,Sussex spaniel
220\b19a1697b384ddc6df71879c663538c284e4c63c.jpeg,cocker spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,cocker spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,cocker spaniel,Sussex spaniel,Irish setter,Sussex spaniel,Sussex spaniel,Sussex spaniel,cocker spaniel,Sussex spaniel
220\c34a8fdd7519aa7a467b6df79f15be86d35c50d5.jpeg,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel
220\c60143613b36f0cdc5c504c8a4a6ba3c30c97538.jpeg,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,cocker spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,Blenheim spaniel,cocker spaniel,Blenheim spaniel,cocker spaniel,cocker spaniel,Blenheim spaniel,Sussex spaniel
220\e395e19ea555c8c8b41eb8c51100be546e134269.jpeg,Brittany spaniel,Sussex spaniel,Sussex spaniel,cocker spaniel,cocker spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,flat-coated retriever,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,capuchin,Sussex spaniel,Sussex spaniel,Sussex spaniel,Sussex spaniel,flat-coated retriever,cocker spaniel,Irish water spaniel,Sussex spaniel,Sussex spaniel,clumber,Chesapeake Bay retriever,Brittany spaniel,Sussex spaniel
221\02d3be19b1f2c994d716013bc38ae9aa21aafd29.jpeg,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel
221\0c4a0303cb78ad472c3cd8e82795bb2fde5f3637.jpeg,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,curly-coated retriever,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel
221\18a79dfcfccca180ac68c2850b587aa29af349a1.jpeg,giant schnauzer,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,giant schnauzer,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,giant schnauzer,cliff,cliff,Irish water spaniel,cliff,fountain,Irish water spaniel,Irish water spaniel
221\1b861d1f1baff93b2de744300a3fb0e41e62eaf4.jpeg,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel
221\3654460411cb280a5499d6c9e1c1c0903f97a27f.jpeg,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,standard poodle,Irish water spaniel,Irish water spaniel,standard poodle,Irish water spaniel,Irish water spaniel,Irish water spaniel,standard poodle,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel
221\3cb61544f6f8523b1aed19fd72d66896b162a3fc.jpeg,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel
221\5312fe2c239af60d2400f467e931e07c665a36b0.jpeg,Irish water spaniel,Newfoundland,briard,Bouvier des Flandres,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,curly-coated retriever,Bouvier des Flandres,Irish water spaniel,Bouvier des Flandres,Bouvier des Flandres,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Bouvier des Flandres,Bouvier des Flandres,Irish water spaniel,geyser,American black bear,Bouvier des Flandres,Irish water spaniel
221\5d609e3f172e8fe4e90480eed29b0acbba969461.jpeg,Old English sheepdog,komondor,briard,briard,briard,standard poodle,Bedlington terrier,Afghan hound,Afghan hound,Irish water spaniel,Old English sheepdog,Newfoundland,Bedlington terrier,standard poodle,standard poodle,Afghan hound,Bedlington terrier,komondor,standard poodle,borzoi,horse cart,Afghan hound,Afghan hound,Afghan hound,Afghan hound,accordion,Afghan hound,Irish water spaniel
221\9197df25dfb3c4d75fa20922b2b271dd5a791866.jpeg,grey whale,grey whale,grey whale,grey whale,grey whale,grey whale,grey whale,grey whale,grey whale,grey whale,grey whale,grey whale,hippopotamus,otter,otter,otter,otter,otter,grey whale,grey whale,grey whale,grey whale,otter,grey whale,grey whale,grey whale,grey whale,Irish water spaniel
221\e677d8223f3f02722a7c5a3b7fcc319db2c8397f.jpeg,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel,Irish water spaniel
222\26f911a3e9fd4e1b45b6f7dc55ceb26ab5955e48.jpeg,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,white wolf,Samoyed,white wolf,white wolf,white wolf,white wolf,kuvasz
222\2d9647e144e1d7f5251d0f74f496b49b479bca5a.jpeg,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,kuvasz,Great Pyrenees,kuvasz
